DAILY SALES — DECEMBER 2025
Date,Product,Variant,Units Sold,Unit Price,Daily Revenue
2025-12-16,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-16,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-16,Cake Pop,Chocolate,4,$2.00,$8.00
2025-12-16,Cake Pop,Birthday Cake,4,$2.00,$8.00
2025-12-16,Cake Pop,Vanilla,1,$2.00,$2.00
2025-12-17,House Coffee,Small,11,$2.50,$27.50
2025-12-17,House Coffee,Medium,16,$2.95,$47.20
2025-12-17,House Coffee,Large,8,$3.25,$26.00
2025-12-17,Latte,Small,9,$4.50,$40.50
2025-12-17,Latte,Medium,12,$5.00,$60.00
2025-12-17,Latte,Large,11,$5.50,$60.50
2025-12-17,Cappuccino,Small,5,$4.25,$21.25
2025-12-17,Cappuccino,Medium,8,$4.75,$38.00
2025-12-17,Cappuccino,Large,4,$5.25,$21.00
2025-12-17,Mocha,Small,8,$4.75,$38.00
2025-12-17,Mocha,Medium,8,$5.25,$42.00
2025-12-17,Mocha,Large,4,$5.75,$23.00
2025-12-17,Cold Brew,Small,2,$3.75,$7.50
2025-12-17,Cold Brew,Large,3,$4.50,$13.50
2025-12-17,Green Tea,Small,6,$2.75,$16.50
2025-12-17,Green Tea,Medium,7,$3.10,$21.70
2025-12-17,Green Tea,Large,3,$3.50,$10.50
2025-12-17,Chai Tea Latte,Small,6,$4.25,$25.50
2025-12-17,Chai Tea Latte,Medium,10,$4.75,$47.50
2025-12-17,Chai Tea Latte,Large,5,$5.25,$26.25
2025-12-17,Blueberry Muffin,Standard,12,$2.95,$35.40
2025-12-17,Chocolate Croissant,Standard,9,$3.45,$31.05
2025-12-17,Breakfast Sandwich,Standard,7,$5.95,$41.65
2025-12-17,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-17,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-17,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-17,Cake Pop,Chocolate,6,$2.00,$12.00
2025-12-17,Cake Pop,Birthday Cake,4,$2.00,$8.00
2025-12-17,Cake Pop,Vanilla,2,$2.00,$4.00
2025-12-18,House Coffee,Small,14,$2.50,$35.00
2025-12-18,House Coffee,Medium,16,$2.95,$47.20
2025-12-18,House Coffee,Large,11,$3.25,$35.75
2025-12-18,Latte,Small,8,$4.50,$36.00
2025-12-18,Latte,Medium,14,$5.00,$70.00
2025-12-18,Latte,Large,11,$5.50,$60.50
2025-12-18,Cappuccino,Small,6,$4.25,$25.50
2025-12-18,Cappuccino,Medium,8,$4.75,$38.00
2025-12-18,Cappuccino,Large,4,$5.25,$21.00
2025-12-18,Mocha,Small,6,$4.75,$28.50
2025-12-18,Mocha,Medium,9,$5.25,$47.25
2025-12-18,Mocha,Large,4,$5.75,$23.00
2025-12-18,Cold Brew,Small,4,$3.75,$15.00
2025-12-18,Cold Brew,Large,1,$4.50,$4.50
2025-12-18,Green Tea,Small,4,$2.75,$11.00
2025-12-18,Green Tea,Medium,8,$3.10,$24.80
2025-12-18,Green Tea,Large,5,$3.50,$17.50
2025-12-18,Chai Tea Latte,Small,5,$4.25,$21.25
2025-12-18,Chai Tea Latte,Medium,10,$4.75,$47.50
2025-12-18,Chai Tea Latte,Large,4,$5.25,$21.00
2025-12-18,Blueberry Muffin,Standard,12,$2.95,$35.40
2025-12-18,Chocolate Croissant,Standard,9,$3.45,$31.05
2025-12-18,Breakfast Sandwich,Standard,5,$5.95,$29.75
2025-12-18,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-18,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-18,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-18,Cake Pop,Chocolate,6,$2.00,$12.00
2025-12-18,Cake Pop,Birthday Cake,4,$2.00,$8.00
2025-12-18,Cake Pop,Vanilla,4,$2.00,$8.00
2025-12-19,House Coffee,Small,16,$2.50,$40.00
2025-12-19,House Coffee,Medium,19,$2.95,$56.05
2025-12-19,House Coffee,Large,11,$3.25,$35.75
2025-12-19,Latte,Small,10,$4.50,$45.00
2025-12-19,Latte,Medium,15,$5.00,$75.00
2025-12-19,Latte,Large,13,$5.50,$71.50
2025-12-19,Cappuccino,Small,7,$4.25,$29.75
2025-12-19,Cappuccino,Medium,11,$4.75,$52.25
2025-12-19,Cappuccino,Large,7,$5.25,$36.75
2025-12-19,Mocha,Small,7,$4.75,$33.25
2025-12-19,Mocha,Medium,9,$5.25,$47.25
2025-12-19,Mocha,Large,6,$5.75,$34.50
2025-12-19,Cold Brew,Small,5,$3.75,$18.75
2025-12-19,Cold Brew,Large,3,$4.50,$13.50
2025-12-19,Green Tea,Small,5,$2.75,$13.75
2025-12-19,Green Tea,Medium,8,$3.10,$24.80
2025-12-19,Green Tea,Large,5,$3.50,$17.50
2025-12-19,Chai Tea Latte,Small,7,$4.25,$29.75
2025-12-19,Chai Tea Latte,Medium,11,$4.75,$52.25
2025-12-19,Chai Tea Latte,Large,4,$5.25,$21.00
2025-12-19,Blueberry Muffin,Standard,16,$2.95,$47.20
2025-12-19,Chocolate Croissant,Standard,10,$3.45,$34.50
2025-12-19,Breakfast Sandwich,Standard,7,$5.95,$41.65
2025-12-19,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-19,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-19,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-19,Cake Pop,Chocolate,7,$2.00,$14.00
2025-12-19,Cake Pop,Birthday Cake,5,$2.00,$10.00
2025-12-19,Cake Pop,Vanilla,4,$2.00,$8.00
2025-12-20,House Coffee,Small,16,$2.50,$40.00
2025-12-20,House Coffee,Medium,20,$2.95,$59.00
2025-12-20,House Coffee,Large,13,$3.25,$42.25
2025-12-20,Latte,Small,12,$4.50,$54.00
2025-12-20,Latte,Medium,18,$5.00,$90.00
2025-12-20,Latte,Large,14,$5.50,$77.00
2025-12-20,Cappuccino,Small,7,$4.25,$29.75
2025-12-20,Cappuccino,Medium,12,$4.75,$57.00
2025-12-20,Cappuccino,Large,6,$5.25,$31.50
2025-12-20,Mocha,Small,9,$4.75,$42.75
2025-12-20,Mocha,Medium,10,$5.25,$52.50
2025-12-20,Mocha,Large,5,$5.75,$28.75
2025-12-20,Cold Brew,Small,4,$3.75,$15.00
2025-12-20,Cold Brew,Large,3,$4.50,$13.50
2025-12-20,Green Tea,Small,8,$2.75,$22.00
2025-12-20,Green Tea,Medium,10,$3.10,$31.00
2025-12-20,Green Tea,Large,6,$3.50,$21.00
2025-12-20,Chai Tea Latte,Small,8,$4.25,$34.00
2025-12-20,Chai Tea Latte,Medium,11,$4.75,$52.25
2025-12-20,Chai Tea Latte,Large,6,$5.25,$31.50
2025-12-20,Blueberry Muffin,Standard,16,$2.95,$47.20
2025-12-20,Chocolate Croissant,Standard,11,$3.45,$37.95
2025-12-20,Breakfast Sandwich,Standard,8,$5.95,$47.60
2025-12-20,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-20,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-20,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-20,Cake Pop,Chocolate,8,$2.00,$16.00
2025-12-20,Cake Pop,Birthday Cake,5,$2.00,$10.00
2025-12-20,Cake Pop,Vanilla,5,$2.00,$10.00
2025-12-21,House Coffee,Small,11,$2.50,$27.50
2025-12-21,House Coffee,Medium,14,$2.95,$41.30
2025-12-21,House Coffee,Large,8,$3.25,$26.00
2025-12-21,Latte,Small,8,$4.50,$36.00
2025-12-21,Latte,Medium,11,$5.00,$55.00
2025-12-21,Latte,Large,8,$5.50,$44.00
2025-12-21,Cappuccino,Small,5,$4.25,$21.25
2025-12-21,Cappuccino,Medium,7,$4.75,$33.25
2025-12-21,Cappuccino,Large,5,$5.25,$26.25
2025-12-21,Mocha,Small,6,$4.75,$28.50
2025-12-21,Mocha,Medium,7,$5.25,$36.75
2025-12-21,Mocha,Large,3,$5.75,$17.25
2025-12-21,Cold Brew,Small,5,$3.75,$18.75
2025-12-21,Cold Brew,Large,0,$4.50,$0.00
2025-12-21,Green Tea,Small,3,$2.75,$8.25
2025-12-21,Green Tea,Medium,5,$3.10,$15.50
2025-12-21,Green Tea,Large,5,$3.50,$17.50
2025-12-21,Chai Tea Latte,Small,5,$4.25,$21.25
2025-12-21,Chai Tea Latte,Medium,6,$4.75,$28.50
2025-12-21,Chai Tea Latte,Large,3,$5.25,$15.75
2025-12-21,Blueberry Muffin,Standard,10,$2.95,$29.50
2025-12-21,Chocolate Croissant,Standard,6,$3.45,$20.70
2025-12-21,Breakfast Sandwich,Standard,5,$5.95,$29.75
2025-12-21,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-21,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-21,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-21,Cake Pop,Chocolate,6,$2.00,$12.00
2025-12-21,Cake Pop,Birthday Cake,3,$2.00,$6.00
2025-12-21,Cake Pop,Vanilla,3,$2.00,$6.00
2025-12-22,House Coffee,Small,14,$2.50,$35.00
2025-12-22,House Coffee,Medium,18,$2.95,$53.10
2025-12-22,House Coffee,Large,12,$3.25,$39.00
2025-12-22,Latte,Small,10,$4.50,$45.00
2025-12-22,Latte,Medium,15,$5.00,$75.00
2025-12-22,Latte,Large,11,$5.50,$60.50
2025-12-22,Cappuccino,Small,6,$4.25,$25.50
2025-12-22,Cappuccino,Medium,10,$4.75,$47.50
2025-12-22,Cappuccino,Large,7,$5.25,$36.75
2025-12-22,Mocha,Small,6,$4.75,$28.50
2025-12-22,Mocha,Medium,7,$5.25,$36.75
2025-12-22,Mocha,Large,5,$5.75,$28.75
2025-12-22,Cold Brew,Small,4,$3.75,$15.00
2025-12-22,Cold Brew,Large,2,$4.50,$9.00
2025-12-22,Green Tea,Small,5,$2.75,$13.75
2025-12-22,Green Tea,Medium,7,$3.10,$21.70
2025-12-22,Green Tea,Large,4,$3.50,$14.00
2025-12-22,Chai Tea Latte,Small,5,$4.25,$21.25
2025-12-22,Chai Tea Latte,Medium,8,$4.75,$38.00
2025-12-22,Chai Tea Latte,Large,6,$5.25,$31.50
2025-12-22,Blueberry Muffin,Standard,15,$2.95,$44.25
2025-12-22,Chocolate Croissant,Standard,9,$3.45,$31.05
2025-12-22,Breakfast Sandwich,Standard,7,$5.95,$41.65
2025-12-22,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-22,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-22,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-22,Cake Pop,Chocolate,6,$2.00,$12.00
2025-12-22,Cake Pop,Birthday Cake,4,$2.00,$8.00
2025-12-22,Cake Pop,Vanilla,4,$2.00,$8.00
2025-12-23,House Coffee,Small,13,$2.50,$32.50
2025-12-23,House Coffee,Medium,17,$2.95,$50.15
2025-12-23,House Coffee,Large,10,$3.25,$32.50
2025-12-23,Latte,Small,11,$4.50,$49.50
2025-12-23,Latte,Medium,17,$5.00,$85.00
2025-12-23,Latte,Large,12,$5.50,$66.00
2025-12-23,Cappuccino,Small,9,$4.25,$38.25
2025-12-23,Cappuccino,Medium,9,$4.75,$42.75
2025-12-23,Cappuccino,Large,6,$5.25,$31.50
2025-12-23,Mocha,Small,6,$4.75,$28.50
2025-12-23,Mocha,Medium,10,$5.25,$52.50
2025-12-23,Mocha,Large,5,$5.75,$28.75
2025-12-23,Cold Brew,Small,3,$3.75,$11.25
2025-12-23,Cold Brew,Large,2,$4.50,$9.00
2025-12-23,Green Tea,Small,5,$2.75,$13.75
2025-12-23,Green Tea,Medium,7,$3.10,$21.70
2025-12-23,Green Tea,Large,4,$3.50,$14.00
2025-12-23,Chai Tea Latte,Small,9,$4.25,$38.25
2025-12-23,Chai Tea Latte,Medium,11,$4.75,$52.25
2025-12-23,Chai Tea Latte,Large,6,$5.25,$31.50
2025-12-23,Blueberry Muffin,Standard,16,$2.95,$47.20
2025-12-23,Chocolate Croissant,Standard,11,$3.45,$37.95
2025-12-23,Breakfast Sandwich,Standard,7,$5.95,$41.65
2025-12-23,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-23,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-23,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-23,Cake Pop,Chocolate,7,$2.00,$14.00
2025-12-23,Cake Pop,Birthday Cake,5,$2.00,$10.00
2025-12-23,Cake Pop,Vanilla,4,$2.00,$8.00
2025-12-24,House Coffee,Small,19,$2.50,$47.50
2025-12-24,House Coffee,Medium,23,$2.95,$67.85
2025-12-24,House Coffee,Large,15,$3.25,$48.75
2025-12-24,Latte,Small,12,$4.50,$54.00
2025-12-24,Latte,Medium,19,$5.00,$95.00
2025-12-24,Latte,Large,15,$5.50,$82.50
2025-12-24,Cappuccino,Small,8,$4.25,$34.00
2025-12-24,Cappuccino,Medium,11,$4.75,$52.25
2025-12-24,Cappuccino,Large,6,$5.25,$31.50
2025-12-24,Mocha,Small,9,$4.75,$42.75
2025-12-24,Mocha,Medium,12,$5.25,$63.00
2025-12-24,Mocha,Large,7,$5.75,$40.25
2025-12-24,Cold Brew,Small,4,$3.75,$15.00
2025-12-24,Cold Brew,Large,3,$4.50,$13.50
2025-12-24,Green Tea,Small,9,$2.75,$24.75
2025-12-24,Green Tea,Medium,11,$3.10,$34.10
2025-12-24,Green Tea,Large,5,$3.50,$17.50
2025-12-24,Chai Tea Latte,Small,10,$4.25,$42.50
2025-12-24,Chai Tea Latte,Medium,11,$4.75,$52.25
2025-12-24,Chai Tea Latte,Large,5,$5.25,$26.25
2025-12-24,Blueberry Muffin,Standard,19,$2.95,$56.05
2025-12-24,Chocolate Croissant,Standard,13,$3.45,$44.85
2025-12-24,Breakfast Sandwich,Standard,8,$5.95,$47.60
2025-12-24,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-24,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-24,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-24,Cake Pop,Chocolate,9,$2.00,$18.00
2025-12-24,Cake Pop,Birthday Cake,4,$2.00,$8.00
2025-12-24,Cake Pop,Vanilla,4,$2.00,$8.00
2025-12-25,House Coffee,Small,4,$2.50,$10.00
2025-12-25,House Coffee,Medium,2,$2.95,$5.90
2025-12-25,House Coffee,Large,3,$3.25,$9.75
2025-12-25,Latte,Small,2,$4.50,$9.00
2025-12-25,Latte,Medium,4,$5.00,$20.00
2025-12-25,Latte,Large,2,$5.50,$11.00
2025-12-25,Cappuccino,Small,0,$4.25,$0.00
2025-12-25,Cappuccino,Medium,2,$4.75,$9.50
2025-12-25,Cappuccino,Large,2,$5.25,$10.50
2025-12-25,Mocha,Small,0,$4.75,$0.00
2025-12-25,Mocha,Medium,1,$5.25,$5.25
2025-12-25,Mocha,Large,0,$5.75,$0.00
2025-12-25,Cold Brew,Small,1,$3.75,$3.75
2025-12-25,Cold Brew,Large,0,$4.50,$0.00
2025-12-25,Green Tea,Small,0,$2.75,$0.00
2025-12-25,Green Tea,Medium,3,$3.10,$9.30
2025-12-25,Green Tea,Large,1,$3.50,$3.50
2025-12-25,Chai Tea Latte,Small,2,$4.25,$8.50
2025-12-25,Chai Tea Latte,Medium,2,$4.75,$9.50
2025-12-25,Chai Tea Latte,Large,2,$5.25,$10.50
2025-12-25,Blueberry Muffin,Standard,3,$2.95,$8.85
2025-12-25,Chocolate Croissant,Standard,0,$3.45,$0.00
2025-12-25,Breakfast Sandwich,Standard,1,$5.95,$5.95
2025-12-25,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-25,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-25,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-25,Cake Pop,Chocolate,1,$2.00,$2.00
2025-12-25,Cake Pop,Birthday Cake,1,$2.00,$2.00
2025-12-25,Cake Pop,Vanilla,2,$2.00,$4.00
2025-12-26,House Coffee,Small,11,$2.50,$27.50
2025-12-26,House Coffee,Medium,14,$2.95,$41.30
2025-12-26,House Coffee,Large,8,$3.25,$26.00
2025-12-26,Latte,Small,8,$4.50,$36.00
2025-12-26,Latte,Medium,12,$5.00,$60.00
2025-12-26,Latte,Large,8,$5.50,$44.00
2025-12-26,Cappuccino,Small,4,$4.25,$17.00
2025-12-26,Cappuccino,Medium,7,$4.75,$33.25
2025-12-26,Cappuccino,Large,3,$5.25,$15.75
2025-12-26,Mocha,Small,6,$4.75,$28.50
2025-12-26,Mocha,Medium,6,$5.25,$31.50
2025-12-26,Mocha,Large,4,$5.75,$23.00
2025-12-26,Cold Brew,Small,3,$3.75,$11.25
2025-12-26,Cold Brew,Large,1,$4.50,$4.50
2025-12-26,Green Tea,Small,5,$2.75,$13.75
2025-12-26,Green Tea,Medium,5,$3.10,$15.50
2025-12-26,Green Tea,Large,5,$3.50,$17.50
2025-12-26,Chai Tea Latte,Small,6,$4.25,$25.50
2025-12-26,Chai Tea Latte,Medium,7,$4.75,$33.25
2025-12-26,Chai Tea Latte,Large,4,$5.25,$21.00
2025-12-26,Blueberry Muffin,Standard,9,$2.95,$26.55
2025-12-26,Chocolate Croissant,Standard,6,$3.45,$20.70
2025-12-26,Breakfast Sandwich,Standard,5,$5.95,$29.75
2025-12-26,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-26,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-26,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-26,Cake Pop,Chocolate,4,$2.00,$8.00
2025-12-26,Cake Pop,Birthday Cake,3,$2.00,$6.00
2025-12-26,Cake Pop,Vanilla,2,$2.00,$4.00
2025-12-27,House Coffee,Small,16,$2.50,$40.00
2025-12-27,House Coffee,Medium,19,$2.95,$56.05
2025-12-27,House Coffee,Large,12,$3.25,$39.00
2025-12-27,Latte,Small,11,$4.50,$49.50
2025-12-27,Latte,Medium,16,$5.00,$80.00
2025-12-27,Latte,Large,13,$5.50,$71.50
2025-12-27,Cappuccino,Small,7,$4.25,$29.75
2025-12-27,Cappuccino,Medium,11,$4.75,$52.25
2025-12-27,Cappuccino,Large,6,$5.25,$31.50
2025-12-27,Mocha,Small,9,$4.75,$42.75
2025-12-27,Mocha,Medium,8,$5.25,$42.00
2025-12-27,Mocha,Large,4,$5.75,$23.00
2025-12-27,Cold Brew,Small,3,$3.75,$11.25
2025-12-27,Cold Brew,Large,3,$4.50,$13.50
2025-12-27,Green Tea,Small,6,$2.75,$16.50
2025-12-27,Green Tea,Medium,8,$3.10,$24.80
2025-12-27,Green Tea,Large,5,$3.50,$17.50
2025-12-27,Chai Tea Latte,Small,7,$4.25,$29.75
2025-12-27,Chai Tea Latte,Medium,10,$4.75,$47.50
2025-12-27,Chai Tea Latte,Large,5,$5.25,$26.25
2025-12-27,Blueberry Muffin,Standard,15,$2.95,$44.25
2025-12-27,Chocolate Croissant,Standard,12,$3.45,$41.40
2025-12-27,Breakfast Sandwich,Standard,7,$5.95,$41.65
2025-12-27,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-27,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-27,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-27,Cake Pop,Chocolate,7,$2.00,$14.00
2025-12-27,Cake Pop,Birthday Cake,3,$2.00,$6.00
2025-12-27,Cake Pop,Vanilla,4,$2.00,$8.00
2025-12-28,House Coffee,Small,10,$2.50,$25.00
2025-12-28,House Coffee,Medium,12,$2.95,$35.40
2025-12-28,House Coffee,Large,7,$3.25,$22.75
2025-12-28,Latte,Small,7,$4.50,$31.50
2025-12-28,Latte,Medium,11,$5.00,$55.00
2025-12-28,Latte,Large,7,$5.50,$38.50
2025-12-28,Cappuccino,Small,5,$4.25,$21.25
2025-12-28,Cappuccino,Medium,6,$4.75,$28.50
2025-12-28,Cappuccino,Large,3,$5.25,$15.75
2025-12-28,Mocha,Small,5,$4.75,$23.75
2025-12-28,Mocha,Medium,4,$5.25,$21.00
2025-12-28,Mocha,Large,4,$5.75,$23.00
2025-12-28,Cold Brew,Small,3,$3.75,$11.25
2025-12-28,Cold Brew,Large,2,$4.50,$9.00
2025-12-28,Green Tea,Small,4,$2.75,$11.00
2025-12-28,Green Tea,Medium,5,$3.10,$15.50
2025-12-28,Green Tea,Large,3,$3.50,$10.50
2025-12-28,Chai Tea Latte,Small,5,$4.25,$21.25
2025-12-28,Chai Tea Latte,Medium,7,$4.75,$33.25
2025-12-28,Chai Tea Latte,Large,2,$5.25,$10.50
2025-12-28,Blueberry Muffin,Standard,8,$2.95,$23.60
2025-12-28,Chocolate Croissant,Standard,5,$3.45,$17.25
2025-12-28,Breakfast Sandwich,Standard,6,$5.95,$35.70
2025-12-28,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-28,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-28,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-28,Cake Pop,Chocolate,5,$2.00,$10.00
2025-12-28,Cake Pop,Birthday Cake,1,$2.00,$2.00
2025-12-28,Cake Pop,Vanilla,2,$2.00,$4.00
2025-12-29,House Coffee,Small,12,$2.50,$30.00
2025-12-29,House Coffee,Medium,14,$2.95,$41.30
2025-12-29,House Coffee,Large,10,$3.25,$32.50
2025-12-29,Latte,Small,8,$4.50,$36.00
2025-12-29,Latte,Medium,14,$5.00,$70.00
2025-12-29,Latte,Large,10,$5.50,$55.00
2025-12-29,Cappuccino,Small,7,$4.25,$29.75
2025-12-29,Cappuccino,Medium,9,$4.75,$42.75
2025-12-29,Cappuccino,Large,5,$5.25,$26.25
2025-12-29,Mocha,Small,5,$4.75,$23.75
2025-12-29,Mocha,Medium,7,$5.25,$36.75
2025-12-29,Mocha,Large,3,$5.75,$17.25
2025-12-29,Cold Brew,Small,3,$3.75,$11.25
2025-12-29,Cold Brew,Large,3,$4.50,$13.50
2025-12-29,Green Tea,Small,5,$2.75,$13.75
2025-12-29,Green Tea,Medium,7,$3.10,$21.70
2025-12-29,Green Tea,Large,4,$3.50,$14.00
2025-12-29,Chai Tea Latte,Small,7,$4.25,$29.75
2025-12-29,Chai Tea Latte,Medium,7,$4.75,$33.25
2025-12-29,Chai Tea Latte,Large,3,$5.25,$15.75
2025-12-29,Blueberry Muffin,Standard,11,$2.95,$32.45
2025-12-29,Chocolate Croissant,Standard,7,$3.45,$24.15
2025-12-29,Breakfast Sandwich,Standard,5,$5.95,$29.75
2025-12-29,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-29,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-29,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-29,Cake Pop,Chocolate,4,$2.00,$8.00
2025-12-29,Cake Pop,Birthday Cake,3,$2.00,$6.00
2025-12-29,Cake Pop,Vanilla,2,$2.00,$4.00
2025-12-30,House Coffee,Small,11,$2.50,$27.50
2025-12-30,House Coffee,Medium,15,$2.95,$44.25
2025-12-30,House Coffee,Large,8,$3.25,$26.00
2025-12-30,Latte,Small,8,$4.50,$36.00
2025-12-30,Latte,Medium,14,$5.00,$70.00
2025-12-30,Latte,Large,9,$5.50,$49.50
2025-12-30,Cappuccino,Small,5,$4.25,$21.25
2025-12-30,Cappuccino,Medium,6,$4.75,$28.50
2025-12-30,Cappuccino,Large,5,$5.25,$26.25
2025-12-30,Mocha,Small,6,$4.75,$28.50
2025-12-30,Mocha,Medium,8,$5.25,$42.00
2025-12-30,Mocha,Large,4,$5.75,$23.00
2025-12-30,Cold Brew,Small,2,$3.75,$7.50
2025-12-30,Cold Brew,Large,1,$4.50,$4.50
2025-12-30,Green Tea,Small,4,$2.75,$11.00
2025-12-30,Green Tea,Medium,5,$3.10,$15.50
2025-12-30,Green Tea,Large,5,$3.50,$17.50
2025-12-30,Chai Tea Latte,Small,6,$4.25,$25.50
2025-12-30,Chai Tea Latte,Medium,6,$4.75,$28.50
2025-12-30,Chai Tea Latte,Large,3,$5.25,$15.75
2025-12-30,Blueberry Muffin,Standard,12,$2.95,$35.40
2025-12-30,Chocolate Croissant,Standard,6,$3.45,$20.70
2025-12-30,Breakfast Sandwich,Standard,5,$5.95,$29.75
2025-12-30,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-30,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-30,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-30,Cake Pop,Chocolate,4,$2.00,$8.00
2025-12-30,Cake Pop,Birthday Cake,3,$2.00,$6.00
2025-12-30,Cake Pop,Vanilla,4,$2.00,$8.00
2025-12-31,House Coffee,Small,14,$2.50,$35.00
2025-12-31,House Coffee,Medium,17,$2.95,$50.15
2025-12-31,House Coffee,Large,10,$3.25,$32.50
2025-12-31,Latte,Small,10,$4.50,$45.00
2025-12-31,Latte,Medium,14,$5.00,$70.00
2025-12-31,Latte,Large,13,$5.50,$71.50
2025-12-31,Cappuccino,Small,6,$4.25,$25.50
2025-12-31,Cappuccino,Medium,10,$4.75,$47.50
2025-12-31,Cappuccino,Large,7,$5.25,$36.75
2025-12-31,Mocha,Small,7,$4.75,$33.25
2025-12-31,Mocha,Medium,8,$5.25,$42.00
2025-12-31,Mocha,Large,6,$5.75,$34.50
2025-12-31,Cold Brew,Small,4,$3.75,$15.00
2025-12-31,Cold Brew,Large,2,$4.50,$9.00
2025-12-31,Green Tea,Small,6,$2.75,$16.50
2025-12-31,Green Tea,Medium,10,$3.10,$31.00
2025-12-31,Green Tea,Large,5,$3.50,$17.50
2025-12-31,Chai Tea Latte,Small,6,$4.25,$25.50
2025-12-31,Chai Tea Latte,Medium,10,$4.75,$47.50
2025-12-31,Chai Tea Latte,Large,5,$5.25,$26.25
2025-12-31,Blueberry Muffin,Standard,15,$2.95,$44.25
2025-12-31,Chocolate Croissant,Standard,10,$3.45,$34.50
2025-12-31,Breakfast Sandwich,Standard,7,$5.95,$41.65
2025-12-31,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-31,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-31,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-31,Cake Pop,Chocolate,6,$2.00,$12.00
2025-12-31,Cake Pop,Birthday Cake,3,$2.00,$6.00
2025-12-31,Cake Pop,Vanilla,3,$2.00,$6.00

MONTHLY SUMMARY — DECEMBER 2025
Product,Variant,Total Units Sold,Unit Price,Total Revenue
Blueberry Muffin,Standard,385,$2.95,$1135.75
Breakfast Sandwich,Standard,192,$5.95,$1142.40
Cake Pop,Birthday Cake,105,$2.00,$210.00
Cake Pop,Chocolate,174,$2.00,$348.00
Cake Pop,Vanilla,102,$2.00,$204.00
Cappuccino,Large,156,$5.25,$819.00
Cappuccino,Medium,255,$4.75,$1211.25
Cappuccino,Small,191,$4.25,$811.75
Chai Tea Latte,Large,126,$5.25,$661.50
Chai Tea Latte,Medium,260,$4.75,$1235.00
Chai Tea Latte,Small,193,$4.25,$820.25
Chocolate Croissant,Standard,263,$3.45,$907.35
Cold Brew,Large,60,$4.50,$270.00
Cold Brew,Small,110,$3.75,$412.50
Green Tea,Large,132,$3.50,$462.00
Green Tea,Medium,220,$3.10,$682.00
Green Tea,Small,155,$2.75,$426.25
House Coffee,Large,291,$3.25,$945.75
House Coffee,Medium,482,$2.95,$1421.90
House Coffee,Small,391,$2.50,$977.50
Latte,Large,317,$5.50,$1743.50
Latte,Medium,414,$5.00,$2070.00
Latte,Small,269,$4.50,$1210.50
Mocha,Large,122,$5.75,$701.50
