DAILY SALES — MARCH 2026
Date,Product,Variant,Units Sold,Unit Price,Daily Revenue
2026-03-16,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-03-16,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-03-16,Cake Pop,Chocolate,4,$2.00,$8.00
2026-03-16,Cake Pop,Birthday Cake,4,$2.00,$8.00
2026-03-16,Cake Pop,Vanilla,3,$2.00,$6.00
2026-03-17,House Coffee,Small,13,$2.50,$32.50
2026-03-17,House Coffee,Medium,18,$2.95,$53.10
2026-03-17,House Coffee,Large,10,$3.25,$32.50
2026-03-17,Latte,Small,9,$4.50,$40.50
2026-03-17,Latte,Medium,14,$5.00,$70.00
2026-03-17,Latte,Large,11,$5.50,$60.50
2026-03-17,Cappuccino,Small,7,$4.25,$29.75
2026-03-17,Cappuccino,Medium,9,$4.75,$42.75
2026-03-17,Cappuccino,Large,7,$5.25,$36.75
2026-03-17,Mocha,Small,6,$4.75,$28.50
2026-03-17,Mocha,Medium,7,$5.25,$36.75
2026-03-17,Mocha,Large,5,$5.75,$28.75
2026-03-17,Cold Brew,Small,6,$3.75,$22.50
2026-03-17,Cold Brew,Large,3,$4.50,$13.50
2026-03-17,Green Tea,Small,5,$2.75,$13.75
2026-03-17,Green Tea,Medium,9,$3.10,$27.90
2026-03-17,Green Tea,Large,5,$3.50,$17.50
2026-03-17,Chai Tea Latte,Small,7,$4.25,$29.75
2026-03-17,Chai Tea Latte,Medium,11,$4.75,$52.25
2026-03-17,Chai Tea Latte,Large,5,$5.25,$26.25
2026-03-17,Blueberry Muffin,Standard,14,$2.95,$41.30
2026-03-17,Chocolate Croissant,Standard,10,$3.45,$34.50
2026-03-17,Breakfast Sandwich,Standard,7,$5.95,$41.65
2026-03-17,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2026-03-17,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-03-17,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-03-17,Cake Pop,Chocolate,6,$2.00,$12.00
2026-03-17,Cake Pop,Birthday Cake,4,$2.00,$8.00
2026-03-17,Cake Pop,Vanilla,4,$2.00,$8.00
2026-03-18,House Coffee,Small,12,$2.50,$30.00
2026-03-18,House Coffee,Medium,15,$2.95,$44.25
2026-03-18,House Coffee,Large,8,$3.25,$26.00
2026-03-18,Latte,Small,9,$4.50,$40.50
2026-03-18,Latte,Medium,13,$5.00,$65.00
2026-03-18,Latte,Large,10,$5.50,$55.00
2026-03-18,Cappuccino,Small,6,$4.25,$25.50
2026-03-18,Cappuccino,Medium,9,$4.75,$42.75
2026-03-18,Cappuccino,Large,4,$5.25,$21.00
2026-03-18,Mocha,Small,5,$4.75,$23.75
2026-03-18,Mocha,Medium,7,$5.25,$36.75
2026-03-18,Mocha,Large,5,$5.75,$28.75
2026-03-18,Cold Brew,Small,5,$3.75,$18.75
2026-03-18,Cold Brew,Large,2,$4.50,$9.00
2026-03-18,Green Tea,Small,6,$2.75,$16.50
2026-03-18,Green Tea,Medium,7,$3.10,$21.70
2026-03-18,Green Tea,Large,3,$3.50,$10.50
2026-03-18,Chai Tea Latte,Small,5,$4.25,$21.25
2026-03-18,Chai Tea Latte,Medium,8,$4.75,$38.00
2026-03-18,Chai Tea Latte,Large,5,$5.25,$26.25
2026-03-18,Blueberry Muffin,Standard,12,$2.95,$35.40
2026-03-18,Chocolate Croissant,Standard,9,$3.45,$31.05
2026-03-18,Breakfast Sandwich,Standard,6,$5.95,$35.70
2026-03-18,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2026-03-18,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-03-18,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-03-18,Cake Pop,Chocolate,6,$2.00,$12.00
2026-03-18,Cake Pop,Birthday Cake,2,$2.00,$4.00
2026-03-18,Cake Pop,Vanilla,2,$2.00,$4.00
2026-03-19,House Coffee,Small,11,$2.50,$27.50
2026-03-19,House Coffee,Medium,14,$2.95,$41.30
2026-03-19,House Coffee,Large,10,$3.25,$32.50
2026-03-19,Latte,Small,8,$4.50,$36.00
2026-03-19,Latte,Medium,12,$5.00,$60.00
2026-03-19,Latte,Large,11,$5.50,$60.50
2026-03-19,Cappuccino,Small,7,$4.25,$29.75
2026-03-19,Cappuccino,Medium,8,$4.75,$38.00
2026-03-19,Cappuccino,Large,4,$5.25,$21.00
2026-03-19,Mocha,Small,7,$4.75,$33.25
2026-03-19,Mocha,Medium,6,$5.25,$31.50
2026-03-19,Mocha,Large,4,$5.75,$23.00
2026-03-19,Cold Brew,Small,5,$3.75,$18.75
2026-03-19,Cold Brew,Large,4,$4.50,$18.00
2026-03-19,Green Tea,Small,5,$2.75,$13.75
2026-03-19,Green Tea,Medium,7,$3.10,$21.70
2026-03-19,Green Tea,Large,4,$3.50,$14.00
2026-03-19,Chai Tea Latte,Small,5,$4.25,$21.25
2026-03-19,Chai Tea Latte,Medium,9,$4.75,$42.75
2026-03-19,Chai Tea Latte,Large,5,$5.25,$26.25
2026-03-19,Blueberry Muffin,Standard,11,$2.95,$32.45
2026-03-19,Chocolate Croissant,Standard,7,$3.45,$24.15
2026-03-19,Breakfast Sandwich,Standard,7,$5.95,$41.65
2026-03-19,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2026-03-19,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-03-19,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-03-19,Cake Pop,Chocolate,6,$2.00,$12.00
2026-03-19,Cake Pop,Birthday Cake,3,$2.00,$6.00
2026-03-19,Cake Pop,Vanilla,4,$2.00,$8.00
2026-03-20,House Coffee,Small,15,$2.50,$37.50
2026-03-20,House Coffee,Medium,19,$2.95,$56.05
2026-03-20,House Coffee,Large,10,$3.25,$32.50
2026-03-20,Latte,Small,10,$4.50,$45.00
2026-03-20,Latte,Medium,14,$5.00,$70.00
2026-03-20,Latte,Large,10,$5.50,$55.00
2026-03-20,Cappuccino,Small,8,$4.25,$34.00
2026-03-20,Cappuccino,Medium,9,$4.75,$42.75
2026-03-20,Cappuccino,Large,6,$5.25,$31.50
2026-03-20,Mocha,Small,7,$4.75,$33.25
2026-03-20,Mocha,Medium,9,$5.25,$47.25
2026-03-20,Mocha,Large,4,$5.75,$23.00
2026-03-20,Cold Brew,Small,5,$3.75,$18.75
2026-03-20,Cold Brew,Large,2,$4.50,$9.00
2026-03-20,Green Tea,Small,5,$2.75,$13.75
2026-03-20,Green Tea,Medium,9,$3.10,$27.90
2026-03-20,Green Tea,Large,4,$3.50,$14.00
2026-03-20,Chai Tea Latte,Small,6,$4.25,$25.50
2026-03-20,Chai Tea Latte,Medium,9,$4.75,$42.75
2026-03-20,Chai Tea Latte,Large,5,$5.25,$26.25
2026-03-20,Blueberry Muffin,Standard,13,$2.95,$38.35
2026-03-20,Chocolate Croissant,Standard,11,$3.45,$37.95
2026-03-20,Breakfast Sandwich,Standard,6,$5.95,$35.70
2026-03-20,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2026-03-20,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-03-20,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-03-20,Cake Pop,Chocolate,6,$2.00,$12.00
2026-03-20,Cake Pop,Birthday Cake,4,$2.00,$8.00
2026-03-20,Cake Pop,Vanilla,5,$2.00,$10.00
2026-03-21,House Coffee,Small,17,$2.50,$42.50
2026-03-21,House Coffee,Medium,21,$2.95,$61.95
2026-03-21,House Coffee,Large,11,$3.25,$35.75
2026-03-21,Latte,Small,11,$4.50,$49.50
2026-03-21,Latte,Medium,18,$5.00,$90.00
2026-03-21,Latte,Large,12,$5.50,$66.00
2026-03-21,Cappuccino,Small,9,$4.25,$38.25
2026-03-21,Cappuccino,Medium,11,$4.75,$52.25
2026-03-21,Cappuccino,Large,8,$5.25,$42.00
2026-03-21,Mocha,Small,8,$4.75,$38.00
2026-03-21,Mocha,Medium,10,$5.25,$52.50
2026-03-21,Mocha,Large,6,$5.75,$34.50
2026-03-21,Cold Brew,Small,6,$3.75,$22.50
2026-03-21,Cold Brew,Large,3,$4.50,$13.50
2026-03-21,Green Tea,Small,7,$2.75,$19.25
2026-03-21,Green Tea,Medium,9,$3.10,$27.90
2026-03-21,Green Tea,Large,7,$3.50,$24.50
2026-03-21,Chai Tea Latte,Small,7,$4.25,$29.75
2026-03-21,Chai Tea Latte,Medium,11,$4.75,$52.25
2026-03-21,Chai Tea Latte,Large,4,$5.25,$21.00
2026-03-21,Blueberry Muffin,Standard,17,$2.95,$50.15
2026-03-21,Chocolate Croissant,Standard,11,$3.45,$37.95
2026-03-21,Breakfast Sandwich,Standard,7,$5.95,$41.65
2026-03-21,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2026-03-21,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-03-21,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-03-21,Cake Pop,Chocolate,8,$2.00,$16.00
2026-03-21,Cake Pop,Birthday Cake,4,$2.00,$8.00
2026-03-21,Cake Pop,Vanilla,5,$2.00,$10.00
2026-03-22,House Coffee,Small,8,$2.50,$20.00
2026-03-22,House Coffee,Medium,10,$2.95,$29.50
2026-03-22,House Coffee,Large,8,$3.25,$26.00
2026-03-22,Latte,Small,5,$4.50,$22.50
2026-03-22,Latte,Medium,9,$5.00,$45.00
2026-03-22,Latte,Large,9,$5.50,$49.50
2026-03-22,Cappuccino,Small,6,$4.25,$25.50
2026-03-22,Cappuccino,Medium,6,$4.75,$28.50
2026-03-22,Cappuccino,Large,5,$5.25,$26.25
2026-03-22,Mocha,Small,5,$4.75,$23.75
2026-03-22,Mocha,Medium,5,$5.25,$26.25
2026-03-22,Mocha,Large,2,$5.75,$11.50
2026-03-22,Cold Brew,Small,4,$3.75,$15.00
2026-03-22,Cold Brew,Large,3,$4.50,$13.50
2026-03-22,Green Tea,Small,5,$2.75,$13.75
2026-03-22,Green Tea,Medium,5,$3.10,$15.50
2026-03-22,Green Tea,Large,3,$3.50,$10.50
2026-03-22,Chai Tea Latte,Small,6,$4.25,$25.50
2026-03-22,Chai Tea Latte,Medium,7,$4.75,$33.25
2026-03-22,Chai Tea Latte,Large,4,$5.25,$21.00
2026-03-22,Blueberry Muffin,Standard,10,$2.95,$29.50
2026-03-22,Chocolate Croissant,Standard,7,$3.45,$24.15
2026-03-22,Breakfast Sandwich,Standard,5,$5.95,$29.75
2026-03-22,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2026-03-22,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-03-22,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-03-22,Cake Pop,Chocolate,4,$2.00,$8.00
2026-03-22,Cake Pop,Birthday Cake,2,$2.00,$4.00
2026-03-22,Cake Pop,Vanilla,3,$2.00,$6.00
2026-03-23,House Coffee,Small,13,$2.50,$32.50
2026-03-23,House Coffee,Medium,16,$2.95,$47.20
2026-03-23,House Coffee,Large,9,$3.25,$29.25
2026-03-23,Latte,Small,7,$4.50,$31.50
2026-03-23,Latte,Medium,12,$5.00,$60.00
2026-03-23,Latte,Large,10,$5.50,$55.00
2026-03-23,Cappuccino,Small,6,$4.25,$25.50
2026-03-23,Cappuccino,Medium,9,$4.75,$42.75
2026-03-23,Cappuccino,Large,4,$5.25,$21.00
2026-03-23,Mocha,Small,6,$4.75,$28.50
2026-03-23,Mocha,Medium,7,$5.25,$36.75
2026-03-23,Mocha,Large,3,$5.75,$17.25
2026-03-23,Cold Brew,Small,3,$3.75,$11.25
2026-03-23,Cold Brew,Large,2,$4.50,$9.00
2026-03-23,Green Tea,Small,5,$2.75,$13.75
2026-03-23,Green Tea,Medium,8,$3.10,$24.80
2026-03-23,Green Tea,Large,5,$3.50,$17.50
2026-03-23,Chai Tea Latte,Small,7,$4.25,$29.75
2026-03-23,Chai Tea Latte,Medium,9,$4.75,$42.75
2026-03-23,Chai Tea Latte,Large,5,$5.25,$26.25
2026-03-23,Blueberry Muffin,Standard,13,$2.95,$38.35
2026-03-23,Chocolate Croissant,Standard,7,$3.45,$24.15
2026-03-23,Breakfast Sandwich,Standard,6,$5.95,$35.70
2026-03-23,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2026-03-23,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-03-23,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-03-23,Cake Pop,Chocolate,6,$2.00,$12.00
2026-03-23,Cake Pop,Birthday Cake,2,$2.00,$4.00
2026-03-23,Cake Pop,Vanilla,4,$2.00,$8.00
2026-03-24,House Coffee,Small,12,$2.50,$30.00
2026-03-24,House Coffee,Medium,15,$2.95,$44.25
2026-03-24,House Coffee,Large,8,$3.25,$26.00
2026-03-24,Latte,Small,7,$4.50,$31.50
2026-03-24,Latte,Medium,11,$5.00,$55.00
2026-03-24,Latte,Large,11,$5.50,$60.50
2026-03-24,Cappuccino,Small,7,$4.25,$29.75
2026-03-24,Cappuccino,Medium,9,$4.75,$42.75
2026-03-24,Cappuccino,Large,4,$5.25,$21.00
2026-03-24,Mocha,Small,7,$4.75,$33.25
2026-03-24,Mocha,Medium,8,$5.25,$42.00
2026-03-24,Mocha,Large,4,$5.75,$23.00
2026-03-24,Cold Brew,Small,4,$3.75,$15.00
2026-03-24,Cold Brew,Large,4,$4.50,$18.00
2026-03-24,Green Tea,Small,6,$2.75,$16.50
2026-03-24,Green Tea,Medium,6,$3.10,$18.60
2026-03-24,Green Tea,Large,4,$3.50,$14.00
2026-03-24,Chai Tea Latte,Small,5,$4.25,$21.25
2026-03-24,Chai Tea Latte,Medium,7,$4.75,$33.25
2026-03-24,Chai Tea Latte,Large,4,$5.25,$21.00
2026-03-24,Blueberry Muffin,Standard,11,$2.95,$32.45
2026-03-24,Chocolate Croissant,Standard,6,$3.45,$20.70
2026-03-24,Breakfast Sandwich,Standard,5,$5.95,$29.75
2026-03-24,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2026-03-24,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-03-24,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-03-24,Cake Pop,Chocolate,6,$2.00,$12.00
2026-03-24,Cake Pop,Birthday Cake,2,$2.00,$4.00
2026-03-24,Cake Pop,Vanilla,4,$2.00,$8.00
2026-03-25,House Coffee,Small,12,$2.50,$30.00
2026-03-25,House Coffee,Medium,17,$2.95,$50.15
2026-03-25,House Coffee,Large,9,$3.25,$29.25
2026-03-25,Latte,Small,9,$4.50,$40.50
2026-03-25,Latte,Medium,13,$5.00,$65.00
2026-03-25,Latte,Large,11,$5.50,$60.50
2026-03-25,Cappuccino,Small,5,$4.25,$21.25
2026-03-25,Cappuccino,Medium,9,$4.75,$42.75
2026-03-25,Cappuccino,Large,6,$5.25,$31.50
2026-03-25,Mocha,Small,6,$4.75,$28.50
2026-03-25,Mocha,Medium,7,$5.25,$36.75
2026-03-25,Mocha,Large,3,$5.75,$17.25
2026-03-25,Cold Brew,Small,6,$3.75,$22.50
2026-03-25,Cold Brew,Large,3,$4.50,$13.50
2026-03-25,Green Tea,Small,7,$2.75,$19.25
2026-03-25,Green Tea,Medium,7,$3.10,$21.70
2026-03-25,Green Tea,Large,5,$3.50,$17.50
2026-03-25,Chai Tea Latte,Small,6,$4.25,$25.50
2026-03-25,Chai Tea Latte,Medium,8,$4.75,$38.00
2026-03-25,Chai Tea Latte,Large,3,$5.25,$15.75
2026-03-25,Blueberry Muffin,Standard,12,$2.95,$35.40
2026-03-25,Chocolate Croissant,Standard,8,$3.45,$27.60
2026-03-25,Breakfast Sandwich,Standard,7,$5.95,$41.65
2026-03-25,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2026-03-25,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-03-25,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-03-25,Cake Pop,Chocolate,6,$2.00,$12.00
2026-03-25,Cake Pop,Birthday Cake,3,$2.00,$6.00
2026-03-25,Cake Pop,Vanilla,4,$2.00,$8.00
2026-03-26,House Coffee,Small,12,$2.50,$30.00
2026-03-26,House Coffee,Medium,14,$2.95,$41.30
2026-03-26,House Coffee,Large,8,$3.25,$26.00
2026-03-26,Latte,Small,7,$4.50,$31.50
2026-03-26,Latte,Medium,14,$5.00,$70.00
2026-03-26,Latte,Large,11,$5.50,$60.50
2026-03-26,Cappuccino,Small,7,$4.25,$29.75
2026-03-26,Cappuccino,Medium,9,$4.75,$42.75
2026-03-26,Cappuccino,Large,6,$5.25,$31.50
2026-03-26,Mocha,Small,5,$4.75,$23.75
2026-03-26,Mocha,Medium,6,$5.25,$31.50
2026-03-26,Mocha,Large,3,$5.75,$17.25
2026-03-26,Cold Brew,Small,4,$3.75,$15.00
2026-03-26,Cold Brew,Large,2,$4.50,$9.00
2026-03-26,Green Tea,Small,6,$2.75,$16.50
2026-03-26,Green Tea,Medium,8,$3.10,$24.80
2026-03-26,Green Tea,Large,5,$3.50,$17.50
2026-03-26,Chai Tea Latte,Small,7,$4.25,$29.75
2026-03-26,Chai Tea Latte,Medium,8,$4.75,$38.00
2026-03-26,Chai Tea Latte,Large,5,$5.25,$26.25
2026-03-26,Blueberry Muffin,Standard,11,$2.95,$32.45
2026-03-26,Chocolate Croissant,Standard,7,$3.45,$24.15
2026-03-26,Breakfast Sandwich,Standard,6,$5.95,$35.70
2026-03-26,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2026-03-26,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-03-26,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-03-26,Cake Pop,Chocolate,4,$2.00,$8.00
2026-03-26,Cake Pop,Birthday Cake,3,$2.00,$6.00
2026-03-26,Cake Pop,Vanilla,3,$2.00,$6.00
2026-03-27,House Coffee,Small,15,$2.50,$37.50
2026-03-27,House Coffee,Medium,17,$2.95,$50.15
2026-03-27,House Coffee,Large,11,$3.25,$35.75
2026-03-27,Latte,Small,8,$4.50,$36.00
2026-03-27,Latte,Medium,15,$5.00,$75.00
2026-03-27,Latte,Large,13,$5.50,$71.50
2026-03-27,Cappuccino,Small,8,$4.25,$34.00
2026-03-27,Cappuccino,Medium,8,$4.75,$38.00
2026-03-27,Cappuccino,Large,5,$5.25,$26.25
2026-03-27,Mocha,Small,7,$4.75,$33.25
2026-03-27,Mocha,Medium,7,$5.25,$36.75
2026-03-27,Mocha,Large,3,$5.75,$17.25
2026-03-27,Cold Brew,Small,4,$3.75,$15.00
2026-03-27,Cold Brew,Large,2,$4.50,$9.00
2026-03-27,Green Tea,Small,7,$2.75,$19.25
2026-03-27,Green Tea,Medium,9,$3.10,$27.90
2026-03-27,Green Tea,Large,5,$3.50,$17.50
2026-03-27,Chai Tea Latte,Small,8,$4.25,$34.00
2026-03-27,Chai Tea Latte,Medium,9,$4.75,$42.75
2026-03-27,Chai Tea Latte,Large,6,$5.25,$31.50
2026-03-27,Blueberry Muffin,Standard,14,$2.95,$41.30
2026-03-27,Chocolate Croissant,Standard,10,$3.45,$34.50
2026-03-27,Breakfast Sandwich,Standard,6,$5.95,$35.70
2026-03-27,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2026-03-27,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-03-27,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-03-27,Cake Pop,Chocolate,5,$2.00,$10.00
2026-03-27,Cake Pop,Birthday Cake,5,$2.00,$10.00
2026-03-27,Cake Pop,Vanilla,3,$2.00,$6.00
2026-03-28,House Coffee,Small,17,$2.50,$42.50
2026-03-28,House Coffee,Medium,20,$2.95,$59.00
2026-03-28,House Coffee,Large,11,$3.25,$35.75
2026-03-28,Latte,Small,11,$4.50,$49.50
2026-03-28,Latte,Medium,17,$5.00,$85.00
2026-03-28,Latte,Large,14,$5.50,$77.00
2026-03-28,Cappuccino,Small,6,$4.25,$25.50
2026-03-28,Cappuccino,Medium,9,$4.75,$42.75
2026-03-28,Cappuccino,Large,6,$5.25,$31.50
2026-03-28,Mocha,Small,6,$4.75,$28.50
2026-03-28,Mocha,Medium,8,$5.25,$42.00
2026-03-28,Mocha,Large,6,$5.75,$34.50
2026-03-28,Cold Brew,Small,5,$3.75,$18.75
2026-03-28,Cold Brew,Large,5,$4.50,$22.50
2026-03-28,Green Tea,Small,8,$2.75,$22.00
2026-03-28,Green Tea,Medium,8,$3.10,$24.80
2026-03-28,Green Tea,Large,5,$3.50,$17.50
2026-03-28,Chai Tea Latte,Small,8,$4.25,$34.00
2026-03-28,Chai Tea Latte,Medium,10,$4.75,$47.50
2026-03-28,Chai Tea Latte,Large,5,$5.25,$26.25
2026-03-28,Blueberry Muffin,Standard,17,$2.95,$50.15
2026-03-28,Chocolate Croissant,Standard,12,$3.45,$41.40
2026-03-28,Breakfast Sandwich,Standard,7,$5.95,$41.65
2026-03-28,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2026-03-28,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-03-28,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-03-28,Cake Pop,Chocolate,5,$2.00,$10.00
2026-03-28,Cake Pop,Birthday Cake,5,$2.00,$10.00
2026-03-28,Cake Pop,Vanilla,3,$2.00,$6.00
2026-03-29,House Coffee,Small,8,$2.50,$20.00
2026-03-29,House Coffee,Medium,11,$2.95,$32.45
2026-03-29,House Coffee,Large,6,$3.25,$19.50
2026-03-29,Latte,Small,7,$4.50,$31.50
2026-03-29,Latte,Medium,10,$5.00,$50.00
2026-03-29,Latte,Large,8,$5.50,$44.00
2026-03-29,Cappuccino,Small,6,$4.25,$25.50
2026-03-29,Cappuccino,Medium,6,$4.75,$28.50
2026-03-29,Cappuccino,Large,4,$5.25,$21.00
2026-03-29,Mocha,Small,4,$4.75,$19.00
2026-03-29,Mocha,Medium,4,$5.25,$21.00
2026-03-29,Mocha,Large,4,$5.75,$23.00
2026-03-29,Cold Brew,Small,4,$3.75,$15.00
2026-03-29,Cold Brew,Large,3,$4.50,$13.50
2026-03-29,Green Tea,Small,2,$2.75,$5.50
2026-03-29,Green Tea,Medium,6,$3.10,$18.60
2026-03-29,Green Tea,Large,4,$3.50,$14.00
2026-03-29,Chai Tea Latte,Small,4,$4.25,$17.00
2026-03-29,Chai Tea Latte,Medium,6,$4.75,$28.50
2026-03-29,Chai Tea Latte,Large,4,$5.25,$21.00
2026-03-29,Blueberry Muffin,Standard,10,$2.95,$29.50
2026-03-29,Chocolate Croissant,Standard,5,$3.45,$17.25
2026-03-29,Breakfast Sandwich,Standard,3,$5.95,$17.85
2026-03-29,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2026-03-29,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-03-29,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-03-29,Cake Pop,Chocolate,5,$2.00,$10.00
2026-03-29,Cake Pop,Birthday Cake,3,$2.00,$6.00
2026-03-29,Cake Pop,Vanilla,2,$2.00,$4.00
2026-03-30,House Coffee,Small,13,$2.50,$32.50
2026-03-30,House Coffee,Medium,15,$2.95,$44.25
2026-03-30,House Coffee,Large,8,$3.25,$26.00
2026-03-30,Latte,Small,9,$4.50,$40.50
2026-03-30,Latte,Medium,13,$5.00,$65.00
2026-03-30,Latte,Large,11,$5.50,$60.50
2026-03-30,Cappuccino,Small,5,$4.25,$21.25
2026-03-30,Cappuccino,Medium,9,$4.75,$42.75
2026-03-30,Cappuccino,Large,6,$5.25,$31.50
2026-03-30,Mocha,Small,7,$4.75,$33.25
2026-03-30,Mocha,Medium,7,$5.25,$36.75
2026-03-30,Mocha,Large,3,$5.75,$17.25
2026-03-30,Cold Brew,Small,3,$3.75,$11.25
2026-03-30,Cold Brew,Large,3,$4.50,$13.50
2026-03-30,Green Tea,Small,4,$2.75,$11.00
2026-03-30,Green Tea,Medium,6,$3.10,$18.60
2026-03-30,Green Tea,Large,3,$3.50,$10.50
2026-03-30,Chai Tea Latte,Small,7,$4.25,$29.75
2026-03-30,Chai Tea Latte,Medium,8,$4.75,$38.00
2026-03-30,Chai Tea Latte,Large,4,$5.25,$21.00
2026-03-30,Blueberry Muffin,Standard,11,$2.95,$32.45
2026-03-30,Chocolate Croissant,Standard,9,$3.45,$31.05
2026-03-30,Breakfast Sandwich,Standard,7,$5.95,$41.65
2026-03-30,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2026-03-30,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-03-30,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-03-30,Cake Pop,Chocolate,4,$2.00,$8.00
2026-03-30,Cake Pop,Birthday Cake,4,$2.00,$8.00
2026-03-30,Cake Pop,Vanilla,2,$2.00,$4.00
2026-03-31,House Coffee,Small,12,$2.50,$30.00
2026-03-31,House Coffee,Medium,14,$2.95,$41.30
2026-03-31,House Coffee,Large,9,$3.25,$29.25
2026-03-31,Latte,Small,8,$4.50,$36.00
2026-03-31,Latte,Medium,11,$5.00,$55.00
2026-03-31,Latte,Large,9,$5.50,$49.50
2026-03-31,Cappuccino,Small,5,$4.25,$21.25
2026-03-31,Cappuccino,Medium,9,$4.75,$42.75
2026-03-31,Cappuccino,Large,4,$5.25,$21.00
2026-03-31,Mocha,Small,6,$4.75,$28.50
2026-03-31,Mocha,Medium,6,$5.25,$31.50
2026-03-31,Mocha,Large,4,$5.75,$23.00
2026-03-31,Cold Brew,Small,5,$3.75,$18.75
2026-03-31,Cold Brew,Large,2,$4.50,$9.00
2026-03-31,Green Tea,Small,5,$2.75,$13.75
2026-03-31,Green Tea,Medium,8,$3.10,$24.80
2026-03-31,Green Tea,Large,4,$3.50,$14.00
2026-03-31,Chai Tea Latte,Small,6,$4.25,$25.50
2026-03-31,Chai Tea Latte,Medium,7,$4.75,$33.25
2026-03-31,Chai Tea Latte,Large,5,$5.25,$26.25
2026-03-31,Blueberry Muffin,Standard,12,$2.95,$35.40
2026-03-31,Chocolate Croissant,Standard,8,$3.45,$27.60
2026-03-31,Breakfast Sandwich,Standard,6,$5.95,$35.70
2026-03-31,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2026-03-31,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-03-31,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-03-31,Cake Pop,Chocolate,5,$2.00,$10.00
2026-03-31,Cake Pop,Birthday Cake,1,$2.00,$2.00
2026-03-31,Cake Pop,Vanilla,2,$2.00,$4.00

MONTHLY SUMMARY — MARCH 2026
Product,Variant,Total Units Sold,Unit Price,Total Revenue
Blueberry Muffin,Standard,379,$2.95,$1118.05
Breakfast Sandwich,Standard,180,$5.95,$1071.00
Cake Pop,Birthday Cake,98,$2.00,$196.00
Cake Pop,Chocolate,165,$2.00,$330.00
Cake Pop,Vanilla,98,$2.00,$196.00
Cappuccino,Large,164,$5.25,$861.00
Cappuccino,Medium,255,$4.75,$1211.25
Cappuccino,Small,193,$4.25,$820.25
Chai Tea Latte,Large,133,$5.25,$698.25
Chai Tea Latte,Medium,255,$4.75,$1211.25
Chai Tea Latte,Small,198,$4.25,$841.50
Chocolate Croissant,Standard,255,$3.45,$879.75
Cold Brew,Large,80,$4.50,$360.00
Cold Brew,Small,138,$3.75,$517.50
Green Tea,Large,130,$3.50,$455.00
Green Tea,Medium,226,$3.10,$700.60
Green Tea,Small,167,$2.75,$459.25
House Coffee,Large,283,$3.25,$919.75
House Coffee,Medium,473,$2.95,$1395.35
House Coffee,Small,384,$2.50,$960.00
Latte,Large,322,$5.50,$1771.00
Latte,Medium,401,$5.00,$2005.00
Latte,Small,260,$4.50,$1170.00
Mocha,Large,118,$5.75,$678.50
